"goals_weight","assists_weight","shots_on_goal_weight","faceoffs_won_weight","faceoffs_lost_weight","blocks_weight","takeaways_weight","giveaways_weight","shots_blocked_weight","penalty_minutes_weight"
1,0.612844036697248,0.0926748057713652,0.103118246372337,0.104277240087418,0.424396442185515,0.2672,0.243795620437956,0.415422885572139,0.361081081081081
